8.958333333333333703e-01,7.708333333333333703e-01,7.500000000000000000e-01,7.500000000000000000e-01,8.750000000000000000e-01,7.291666666666666297e-01,7.941065647926963678e+00,6.715639398375556901e-01,8.764428572457735100e+00,5.999258665772866372e-01,1.097040306479712335e+01,6.972214962084612999e-01,1.396549034487687280e+01,5.093269020120558821e-01
8.125000000000000000e-01,7.708333333333333703e-01,6.666666666666666297e-01,7.083333333333333703e-01,8.333333333333333703e-01,7.708333333333333703e-01,7.945113016511647253e+00,6.846329249072591328e-01,8.262382245217860799e+00,6.589431648615464709e-01,1.220344269503308254e+01,6.507303774803741003e-01,1.336334026805147168e+01,5.811812306190629052e-01
8.958333333333333703e-01,6.875000000000000000e-01,7.083333333333333703e-01,6.666666666666666297e-01,9.375000000000000000e-01,7.708333333333333703e-01,6.911160885967217560e+00,7.675812525655240082e-01,6.937539370291402996e+00,7.658036772799259317e-01,9.940326141680829508e+00,7.616436609451346929e-01,1.131819606724969773e+01,6.909847839207949871e-01
7.916666666666666297e-01,8.125000000000000000e-01,7.500000000000000000e-01,6.666666666666666297e-01,8.333333333333333703e-01,8.333333333333333703e-01,8.240366226634629143e+00,6.904354077899441666e-01,8.580944668775826401e+00,6.643176887400441544e-01,1.135881859650061543e+01,7.017293130227446607e-01,1.329546855852598064e+01,5.913499639621593307e-01
7.916666666666666297e-01,7.500000000000000000e-01,7.500000000000000000e-01,7.083333333333333703e-01,8.750000000000000000e-01,8.125000000000000000e-01,8.142940217523110036e+00,6.929838235200078689e-01,8.781410446856144247e+00,6.429514123608892628e-01,1.111233607653672628e+01,7.003343449106895768e-01,1.371026272943527502e+01,5.438393798505484211e-01
8.750000000000000000e-01,7.708333333333333703e-01,7.708333333333333703e-01,6.875000000000000000e-01,8.125000000000000000e-01,7.708333333333333703e-01,8.138797738624713674e+00,6.668301488337868843e-01,8.804527027161496378e+00,6.100963998634311158e-01,1.395742310083986482e+01,5.640730922078842635e-01,1.566207191034759205e+01,4.510894011065502696e-01
8.750000000000000000e-01,7.916666666666666297e-01,7.083333333333333703e-01,5.416666666666666297e-01,8.958333333333333703e-01,7.500000000000000000e-01,8.382341470139207829e+00,6.723263235859451292e-01,7.876325699033861483e+00,7.106935009783011958e-01,1.109932105255482604e+01,7.010874315183621697e-01,1.233826831248314981e+01,6.306315732948298836e-01
7.916666666666666297e-01,7.291666666666666297e-01,6.875000000000000000e-01,5.625000000000000000e-01,7.916666666666666297e-01,6.666666666666666297e-01,7.772225593199063809e+00,7.278453907714315108e-01,7.795521051641914667e+00,7.262115041559080719e-01,1.084096304809046529e+01,7.438027844807153510e-01,1.096154922275353627e+01,7.380716218160512376e-01
8.541666666666666297e-01,8.125000000000000000e-01,8.125000000000000000e-01,8.333333333333333703e-01,8.958333333333333703e-01,8.541666666666666297e-01,7.727982146340303338e+00,7.251759711338070513e-01,8.053813978035496035e+00,7.015128285617407977e-01,1.108638999127599867e+01,7.441907974960572103e-01,1.215731478875078153e+01,6.923823968474323021e-01
7.916666666666666297e-01,7.291666666666666297e-01,6.250000000000000000e-01,7.083333333333333703e-01,9.166666666666666297e-01,7.500000000000000000e-01,8.159161331180309062e+00,6.656813860368518965e-01,7.887787584182012424e+00,6.875504310176530076e-01,1.054678474937281507e+01,7.128648431143522757e-01,1.183386945570199522e+01,6.385071148757264226e-01
8.958333333333333703e-01,7.916666666666666297e-01,7.083333333333333703e-01,7.083333333333333703e-01,8.333333333333333703e-01,8.333333333333333703e-01,8.949252723840997348e+00,6.467187940204286445e-01,9.396663273912214009e+00,6.105117883203159401e-01,1.255362269410322540e+01,6.688889775813691152e-01,1.451787821403056711e+01,5.571651483792536830e-01
8.958333333333333703e-01,7.291666666666666297e-01,6.666666666666666297e-01,6.458333333333333703e-01,8.333333333333333703e-01,7.500000000000000000e-01,7.318628718329579286e+00,7.390436908853668108e-01,7.758633965717894654e+00,7.067223977969628868e-01,1.228484790607946309e+01,6.631146118753667995e-01,1.249477048672550161e+01,6.515028966291276369e-01
8.958333333333333703e-01,8.333333333333333703e-01,7.500000000000000000e-01,7.083333333333333703e-01,9.166666666666666297e-01,7.916666666666666297e-01,8.202174115923629216e+00,6.836621313370820907e-01,9.180827576320709227e+00,6.036700634032970969e-01,1.095174007366790470e+01,7.167519779654407674e-01,1.348982081264309940e+01,5.702528630398897569e-01
8.750000000000000000e-01,7.708333333333333703e-01,7.916666666666666297e-01,7.500000000000000000e-01,8.958333333333333703e-01,8.958333333333333703e-01,8.122610736195571945e+00,6.793877987763654591e-01,8.316144496806774811e+00,6.639276229486184011e-01,1.074062280211969700e+01,7.369532625750716548e-01,1.350508128875029179e+01,5.841196556326723188e-01
8.125000000000000000e-01,7.500000000000000000e-01,7.500000000000000000e-01,6.875000000000000000e-01,8.958333333333333703e-01,7.916666666666666297e-01,8.519493809174809584e+00,6.359841003549560057e-01,9.210626104305584150e+00,5.745279107110274897e-01,1.139806610190217562e+01,6.976883748763835769e-01,1.378479190417169775e+01,5.578262731304531874e-01
8.750000000000000000e-01,7.708333333333333703e-01,7.708333333333333703e-01,7.083333333333333703e-01,8.958333333333333703e-01,8.750000000000000000e-01,8.515456650795870885e+00,6.640754077931272370e-01,9.286080348044245980e+00,6.005239123102397159e-01,1.208404998418821030e+01,6.544217411877049084e-01,1.452185691520929289e+01,5.009251410249255798e-01
9.166666666666666297e-01,8.333333333333333703e-01,8.541666666666666297e-01,8.125000000000000000e-01,9.583333333333333703e-01,8.125000000000000000e-01,7.422696932417768068e+00,7.112710152297752053e-01,8.341213292935748314e+00,6.353926832063839791e-01,1.250932560057278664e+01,6.646370620253212458e-01,1.418894422737432137e+01,5.685331486975242488e-01
7.500000000000000000e-01,8.125000000000000000e-01,5.625000000000000000e-01,5.833333333333333703e-01,7.291666666666666297e-01,7.916666666666666297e-01,7.880879712724010666e+00,7.130871525666373500e-01,8.200621851178677701e+00,6.893336821072020282e-01,1.153466579041443829e+01,6.892425933993130416e-01,1.272311597523869153e+01,6.219071810042882120e-01
7.916666666666666297e-01,6.875000000000000000e-01,6.875000000000000000e-01,6.250000000000000000e-01,8.541666666666666297e-01,6.458333333333333703e-01,7.842435206731793507e+00,6.995717339895891618e-01,7.659964569049396488e+00,7.133892773035410695e-01,1.295262240478917271e+01,6.323093047896707342e-01,1.355717728142267120e+01,5.971848651579038103e-01
8.541666666666666297e-01,7.708333333333333703e-01,7.083333333333333703e-01,7.291666666666666297e-01,8.750000000000000000e-01,7.916666666666666297e-01,7.779799626627990961e+00,6.976888307478705809e-01,8.292664950720926242e+00,6.565167151428521475e-01,1.231599046799456154e+01,6.709049531278827860e-01,1.404970554716077480e+01,5.717305432980281932e-01
